YearsCodingProf,DevType,ConvertedSalary,CompanySize,Year
2,Data Analyst,12524.0,10-100,2018
20,Data Analyst,98892.0,10-100,2018
5,Data Analyst,98000.0,1000-4999,2018
5,Data Analyst,22452.0,1000-4999,2018
8,Data Analyst,23484.0,100-1000,2018
11,Data Analyst,93000.0,10-100,2018
8,Data Analyst,63000.0,10-100,2018
2,Data Analyst,33337.0,100-1000,2018
5,Data Analyst,8076.0,10000+,2018
8,Data Analyst,60000.0,100-1000,2018
14,Data Analyst,76397.0,1000-4999,2018
5,Data Analyst,95968.0,100-1000,2018
8,Data Analyst,90000.0,5000-9999,2018
8,Data Analyst,28178.0,10-100,2018
5,Data Analyst,45283.0,5000-9999,2018
8,Data Analyst,90000.0,10000+,2018
8,Data Analyst,11160.0,10-100,2018
14,Data Analyst,110000.0,10-100,2018
8,Data Analyst,84000.0,1000-4999,2018
5,Data Analyst,3564.0,10-100,2018
20,Data Analyst,96000.0,100-1000,2018
8,Data Analyst,51403.0,Fewer than 10 employees,2018
5,Data Analyst,64866.0,1000-4999,2018
5,Data Analyst,367164.0,10000+,2018
2,Data Analyst,19116.0,100-1000,2018
5,Data Analyst,74952.0,10-100,2018
2,Data Analyst,50526.0,1000-4999,2018
5,Data Analyst,71400.0,100-1000,2018
5,Data Analyst,12396.0,1000-4999,2018
5,Data Analyst,60000.0,5000-9999,2018
8,Data Analyst,63979.0,100-1000,2018
5,Data Analyst,85000.0,5000-9999,2018
11,Data Analyst,45684.0,10-100,2018
2,Data Analyst,65000.0,5000-9999,2018
8,Data Analyst,21916.0,10000+,2018
2,Data Analyst,33780.0,10-100,2018
2,Data Analyst,13140.0,10000+,2018
2,Data Analyst,52339.0,10000+,2018
8,Data Analyst,76397.0,10-100,2018
11,Data Analyst,120000.0,5000-9999,2018
5,Data Analyst,85000.0,10-100,2018
11,Data Analyst,50000.0,10000+,2018
8,Data Analyst,100000.0,100-1000,2018
5,Data Analyst,74100.0,10000+,2018
5,Data Analyst,31821.0,10-100,2018
2,Data Analyst,14688.0,100-1000,2018
30,Data Analyst,833424.0,100-1000,2018
30,Data Analyst,80000.0,1000-4999,2018
17,Data Analyst,49932.0,10-100,2018
8,Data Analyst,42836.0,10-100,2018
23,Data Analyst,95968.0,100-1000,2018
8,Data Analyst,62507.0,100-1000,2018
2,Data Analyst,44060.0,1000-4999,2018
2,Data Analyst,9564.0,100-1000,2018
17,Data Analyst,102000.0,10000+,2018
14,Data Analyst,79000.0,1000-4999,2018
17,Data Analyst,68443.0,100-1000,2018
20,Data Analyst,80393.0,Fewer than 10 employees,2018
5,Data Analyst,75000.0,5000-9999,2018
5,Data Analyst,52339.0,10000+,2018
2,Data Analyst,75000.0,1000-4999,2018
11,Data Analyst,22452.0,10000+,2018
2,Data Analyst,21168.0,5000-9999,2018
5,Data Analyst,36312.0,100-1000,2018
11,Data Analyst,57000.0,5000-9999,2018
11,Data Analyst,83342.0,Fewer than 10 employees,2018
5,Data Analyst,55000.0,10000+,2018
5,Data Analyst,60564.0,10-100,2018
2,Data Analyst,48313.0,10-100,2018
5,Data Analyst,92500.0,10000+,2018
11,Data Analyst,110000.0,1000-4999,2018
11,Data Analyst,28236.0,1000-4999,2018
8,Data Analyst,56436.0,100-1000,2018
14,Data Analyst,62507.0,100-1000,2018
5,Data Analyst,26400.0,10000+,2018
5,Data Analyst,100000.0,100-1000,2018
11,Data Analyst,120000.0,10-100,2018
14,Data Analyst,56365.0,10000+,2018
2,Data Analyst,62507.0,10000+,2018
5,Data Analyst,18480.0,10-100,2018
11,Data Analyst,166685.0,10000+,2018
5,Data Analyst,63642.0,10-100,2018
2,Data Analyst,39648.0,1000-4999,2018
2,Data Analyst,29376.0,5000-9999,2018
5,Data Analyst,7152.0,100-1000,2018
5,Data Analyst,18240.0,100-1000,2018
5,Data Analyst,416712.0,10-100,2018
20,Data Analyst,116000.0,5000-9999,2018
2,Data Analyst,6348.0,10000+,2018
5,Data Analyst,70000.0,100-1000,2018
14,Data Analyst,28380.0,10-100,2018
11,Data Analyst,50280.0,100-1000,2018
8,Data Analyst,131670.0,100-1000,2018
8,Data Analyst,17689.0,10000+,2018
2,Data Analyst,55000.0,1000-4999,2018
5,Data Analyst,6806.0,10000+,2018
11,Data Analyst,85000.0,1000-4999,2018
5,Data Analyst,42000.0,10-100,2018
2,Data Analyst,396540.0,1000-4999,2018
5,Data Analyst,48000.0,Fewer than 10 employees,2018
5,Data Analyst,70985.0,10000+,2018
2,Data Analyst,69452.0,100-1000,2018
17,Data Analyst,2328.0,10-100,2018
23,Data Analyst,128834.0,10-100,2018
11,Data Analyst,56365.0,10000+,2018
14,Data Analyst,26196.0,1000-4999,2018
2,Data Analyst,60000.0,10-100,2018
26,Data Analyst,50000.0,10-100,2018
11,Data Analyst,68000.0,100-1000,2018
5,Data Analyst,66378.0,5000-9999,2018
5,Data Analyst,60000.0,100-1000,2018
5,Data Analyst,21300.0,5000-9999,2018
5,Data Analyst,36348.0,10-100,2018
11,Data Analyst,52128.0,100-1000,2018
5,Data Analyst,60000.0,10-100,2018
23,Data Analyst,200000.0,10-100,2018
14,Data Analyst,146865.0,10000+,2018
5,Data Analyst,75126.0,10000+,2018
8,Data Analyst,55562.0,10000+,2018
2,Data Analyst,33780.0,10-100,2018
5,Data Analyst,165000.0,1000-4999,2018
8,Data Analyst,29952.0,100-1000,2018
11,Data Analyst,62400.0,5000-9999,2018
23,Data Analyst,64417.0,100-1000,2018
8,Data Analyst,30000.0,100-1000,2018
20,Data Analyst,89832.0,100-1000,2018
5,Data Analyst,30597.0,Fewer than 10 employees,2018
5,Data Analyst,80000.0,100-1000,2018
11,Data Analyst,52872.0,10-100,2018
8,Data Scientist,120000.0,10000+,2018
2,Data Scientist,120000.0,10-100,2018
11,Data Scientist,30597.0,100-1000,2018
5,Data Scientist,42348.0,10-100,2018
5,Data Scientist,55392.0,10-100,2018
5,Data Scientist,70000.0,1000-4999,2018
8,Data Scientist,46992.0,10-100,2018
5,Data Scientist,26612.0,10-100,2018
23,Data Scientist,42836.0,10-100,2018
5,Data Scientist,20244.0,100-1000,2018
8,Data Scientist,55075.0,10-100,2018
20,Data Scientist,185000.0,100-1000,2018
5,Data Scientist,125000.0,10-100,2018
2,Data Scientist,52872.0,5000-9999,2018
5,Data Scientist,10572.0,Fewer than 10 employees,2018
11,Data Scientist,113000.0,100-1000,2018
8,Data Scientist,59729.0,10-100,2018
8,Data Scientist,36720.0,10-100,2018
8,Data Scientist,54507.0,5000-9999,2018
8,Data Scientist,60391.0,10000+,2018
5,Data Scientist,45897.0,10-100,2018
2,Data Scientist,3600.0,100-1000,2018
5,Data Scientist,40282.0,10-100,2018
20,Data Scientist,66084.0,Fewer than 10 employees,2018
26,Data Scientist,104030.0,10-100,2018
2,Data Scientist,41612.0,10-100,2018
8,Data Scientist,83000.0,100-1000,2018
5,Data Scientist,70000.0,100-1000,2018
2,Data Scientist,44064.0,1000-4999,2018
11,Data Scientist,48955.0,100-1000,2018
8,Data Scientist,40000.0,5000-9999,2018
11,Data Scientist,300000.0,10-100,2018
2,Data Scientist,1000000.0,10000+,2018
2,Data Scientist,9540.0,Fewer than 10 employees,2018
8,Data Scientist,36720.0,1000-4999,2018
14,Data Scientist,21228.0,10-100,2018
2,Data Scientist,60000.0,10000+,2018
14,Data Scientist,52015.0,100-1000,2018
2,Data Scientist,125123.0,10000+,2018
5,Data Scientist,95462.0,10000+,2018
2,Data Scientist,4680.0,10-100,2018
8,Data Scientist,130000.0,10000+,2018
5,Data Scientist,60000.0,10-100,2018
2,Data Scientist,68820.0,1000-4999,2018
8,Data Scientist,120000.0,1000-4999,2018
11,Data Scientist,32676.0,10-100,2018
8,Data Scientist,27612.0,10-100,2018
11,Data Scientist,59880.0,100-1000,2018
5,Data Scientist,14436.0,Fewer than 10 employees,2018
11,Data Scientist,102000.0,10000+,2018
5,Data Scientist,22032.0,100-1000,2018
20,Data Scientist,61194.0,100-1000,2018
5,Data Scientist,28000.0,100-1000,2018
2,Data Scientist,6576.0,10-100,2018
2,Data Scientist,80000.0,100-1000,2018
8,Data Scientist,99967.0,5000-9999,2018
2,Data Scientist,2352.0,100-1000,2018
20,Data Scientist,120000.0,100-1000,2018
2,Data Scientist,50000.0,100-1000,2018
5,Data Scientist,48955.0,1000-4999,2018
5,Data Scientist,60000.0,100-1000,2018
2,Data Scientist,70008.0,10-100,2018
2,Data Scientist,115000.0,10000+,2018
8,Data Scientist,58752.0,10-100,2018
2,Data Scientist,24696.0,100-1000,2018
2,Data Scientist,5880.0,Fewer than 10 employees,2018
17,Data Scientist,106284.0,10-100,2018
2,Data Scientist,65000.0,100-1000,2018
2,Data Scientist,75000.0,10000+,2018
5,Data Scientist,48453.0,5000-9999,2018
11,Data Scientist,77104.0,100-1000,2018
5,Data Scientist,149000.0,10000+,2018
2,Data Scientist,50052.0,5000-9999,2018
5,Data Scientist,57552.0,Fewer than 10 employees,2018
2,Data Scientist,100000.0,10000+,2018
5,Data Scientist,1000000.0,10000+,2018
2,Data Scientist,2820.0,Fewer than 10 employees,2018
2,Data Scientist,54173.0,10-100,2018
2,Data Scientist,30489.0,1000-4999,2018
26,Data Scientist,55562.0,5000-9999,2018
14,Data Scientist,150000.0,10000+,2018
5,Data Scientist,33684.0,1000-4999,2018
2,Data Scientist,57000.0,10-100,2018
2,Data Scientist,8400.0,Fewer than 10 employees,2018
11,Data Scientist,35222.0,10000+,2018
2,Data Scientist,32628.0,5000-9999,2018
8,Data Scientist,31320.0,100-1000,2018
26,Data Scientist,150000.0,1000-4999,2018
5,Data Scientist,135000.0,1000-4999,2018
14,Data Scientist,115000.0,10000+,2018
5,Data Scientist,12250.0,10000+,2018
2,Data Scientist,17544.0,10-100,2018
8,Data Scientist,125000.0,100-1000,2018
8,Data Scientist,117600.0,1000-4999,2018
5,Data Scientist,65064.0,5000-9999,2018
5,Data Scientist,80000.0,1000-4999,2018
5,Data Scientist,92000.0,1000-4999,2018
5,Data Scientist,97233.0,1000-4999,2018
8,Data Scientist,11544.0,10-100,2018
5,Data Scientist,125123.0,10-100,2018
11,Data Scientist,143940.0,100-1000,2018
30,Data Scientist,91791.0,10-100,2018
5,Data Scientist,43224.0,1000-4999,2018
8,Data Scientist,49311.0,10-100,2018
2,Data Scientist,75000.0,10-100,2018
5,Data Scientist,2640.0,10-100,2018
8,Data Scientist,73428.0,1000-4999,2018
5,Data Scientist,52000.0,10000+,2018
5,Data Scientist,49932.0,10000+,2018
11,Data Scientist,145000.0,10000+,2018
5,Data Scientist,52339.0,10-100,2018
5,Data Scientist,73428.0,10000+,2018
5,Data Scientist,34812.0,100-1000,2018
8,Data Scientist,31788.0,10-100,2018
11,Data Scientist,83342.0,1000-4999,2018
11,Data Scientist,75008.0,100-1000,2018
8,Data Scientist,15000.0,10-100,2018
5,Data Scientist,55562.0,10000+,2018
2,Data Scientist,660900.0,100-1000,2018
8,Data Scientist,78599.0,10-100,2018
2,Data Scientist,120000.0,10-100,2018
17,Data Scientist,61118.0,100-1000,2018
2,Data Scientist,51403.0,5000-9999,2018
5,Data Scientist,5640.0,Fewer than 10 employees,2018
23,Data Scientist,137000.0,10000+,2018
20,Data Scientist,200000.0,10-100,2018
2,Data Scientist,29376.0,10-100,2018
11,Data Scientist,63516.0,100-1000,2018
11,Data Scientist,140000.0,10000+,2018
26,Data Scientist,118104.0,10000+,2018
20,Data Scientist,50545.0,10000+,2018
11,Data Scientist,28644.0,100-1000,2018
20,Data Scientist,115000.0,100-1000,2018
26,Data Scientist,105000.0,1000-4999,2018
5,Data Scientist,18360.0,100-1000,2018
30,Data Scientist,180000.0,10-100,2018
2,Data Scientist,28644.0,1000-4999,2018
5,Data Scientist,2000000.0,10000+,2018
8,Data Scientist,37571.0,10-100,2018
2,Data Scientist,42836.0,100-1000,2018
14,Data Scientist,145000.0,1000-4999,2018
5,Data Scientist,38148.0,100-1000,2018
5,Data Scientist,61194.0,10-100,2018
11,Data Scientist,117492.0,100-1000,2018
5,Data Scientist,10704.0,Fewer than 10 employees,2018
2,Data Scientist,11100.0,1000-4999,2018
11,Data Scientist,27900.0,100-1000,2018
5,Data Scientist,72000.0,1000-4999,2018
11,Data Scientist,135000.0,1000-4999,2018
5,Data Scientist,91236.0,100-1000,2018
2,Data Scientist,11232.0,5000-9999,2018
5,Data Scientist,90000.0,10000+,2018
5,Data Scientist,342686.0,1000-4999,2018
14,Data Scientist,20592.0,10-100,2018
5,Data Scientist,116676.0,10-100,2018
23,Data Scientist,160000.0,10000+,2018
5,Data Scientist,36115.0,10000+,2018
5,Data Scientist,197239.0,1000-4999,2018
2,Data Scientist,75975.0,Fewer than 10 employees,2018
2,Data Scientist,78000.0,10000+,2018
5,Data Scientist,11349.0,10-100,2018
8,Data Scientist,89184.0,1000-4999,2018
14,Data Scientist,0.0,Fewer than 10 employees,2018
11,Data Scientist,119770.0,10000+,2018
2,Data Scientist,16272.0,1000-4999,2018
26,Data Scientist,27324.0,100-1000,2018
2,Data Scientist,44060.0,Fewer than 10 employees,2018
14,Data Scientist,64620.0,1000-4999,2018
8,Data Scientist,45876.0,100-1000,2018
8,Data Scientist,120000.0,10-100,2018
2,Data Scientist,566724.0,10-100,2018
20,Data Scientist,152000.0,1000-4999,2018
5,Data Scientist,19188.0,10-100,2018
14,Data Scientist,135986.0,100-1000,2018
5,Data Scientist,6660.0,100-1000,2018
17,Data Scientist,152000.0,10000+,2018
11,Data Scientist,140000.0,10-100,2018
8,Data Scientist,23352.0,10-100,2018
5,Data Scientist,45420.0,100-1000,2018
2,Data Scientist,36716.0,100-1000,2018
2,Data Scientist,1320.0,10-100,2018
5,Data Scientist,6667.0,10-100,2018
2,Data Scientist,51403.0,10-100,2018
2,Data Scientist,58746.0,100-1000,2018
11,Data Scientist,41676.0,10-100,2018
11,Data Scientist,73433.0,100-1000,2018
8,Data Scientist,100000.0,1000-4999,2018
8,Data Scientist,130000.0,10-100,2018
5,Data Scientist,78374.0,100-1000,2018
17,Data Scientist,100000.0,1000-4999,2018
5,Data Scientist,39987.0,Fewer than 10 employees,2018
8,Data Scientist,18785.0,100-1000,2018
2,Data Scientist,3252.0,Fewer than 10 employees,2018
5,Data Scientist,73433.0,100-1000,2018
5,Data Scientist,133332.0,100-1000,2018
5,Data Scientist,79175.0,10-100,2018
17,Data Scientist,115000.0,100-1000,2018
20,Data Scientist,85000.0,Fewer than 10 employees,2018
5,Data Scientist,37476.0,Fewer than 10 employees,2018
2,Data Scientist,70903.0,10-100,2018
5,Data Scientist,137000.0,10000+,2018
20,Data Scientist,100000.0,10000+,2018
8,Data Scientist,26313.0,5000-9999,2018
5,Data Scientist,22032.0,100-1000,2018
5,Data Scientist,54396.0,1000-4999,2018
5,Data Scientist,106000.0,10000+,2018
20,Data Scientist,500000.0,1000-4999,2018
8,Data Scientist,17964.0,10-100,2018
5,Data Scientist,80000.0,10-100,2018
17,Data Scientist,1000000.0,100-1000,2018
2,Data Scientist,38184.0,10-100,2018
8,Data Scientist,2000000.0,Fewer than 10 employees,2018
5,Data Scientist,58752.0,100-1000,2018
8,Data Scientist,110149.0,100-1000,2018
2,Data Scientist,3252.0,10-100,2018
8,Data Scientist,89000.0,10000+,2018
8,Data Scientist,996000.0,100-1000,2018
5,Data Scientist,79552.0,10000+,2018
8,Data Scientist,43482.0,Fewer than 10 employees,2018
14,Data Scientist,76397.0,10-100,2018
20,Data Scientist,47922.0,1000-4999,2018
2,Data Scientist,22248.0,100-1000,2018
11,Data Scientist,104178.0,10000+,2018
14,Data Scientist,1000000.0,100-1000,2018
5,Data Scientist,20000.0,Fewer than 10 employees,2018
29,Data Scientist,189000.0,100-1000,2018
2,Data Scientist,55075.0,10-100,2018
8,Data Scientist,158000.0,10000+,2018
8,Data Scientist,75636.0,10-100,2018
14,Data Scientist,105000.0,10-100,2018
2,Data Scientist,4696.0,10-100,2018
11,Data Scientist,90000.0,1000-4999,2018
5,Data Scientist,159600.0,100-1000,2018
5,Data Scientist,1620000.0,100-1000,2018
2,Data Scientist,7440.0,100-1000,2018
11,Data Scientist,70000.0,100-1000,2018
11,Data Scientist,155000.0,10-100,2018
2,Data Scientist,55080.0,10-100,2018
2,Data Scientist,12000.0,10-100,2018
23,Data Scientist,79552.0,10-100,2018
2,Data Scientist,8808.0,10-100,2018
2,Data Scientist,2820.0,Fewer than 10 employees,2018
8,Data Scientist,115000.0,1000-4999,2018
11,Data Scientist,48660.0,1000-4999,2018
5,Data Scientist,57600.0,10-100,2018
8,Data Scientist,206000.0,100-1000,2018
14,Data Scientist,130000.0,1000-4999,2018
5,Data Scientist,55981.0,10-100,2018
17,Data Scientist,182000.0,10000+,2018
8,Data Scientist,32000.0,Fewer than 10 employees,2018
2,Data Scientist,61194.0,100-1000,2018
5,Data Scientist,116000.0,100-1000,2018
5,Data Scientist,22030.0,100-1000,2018
17,Data Scientist,20340.0,5000-9999,2018
5,Data Scientist,56781.0,10-100,2018
11,Data Scientist,96626.0,10-100,2018
11,Data Scientist,245000.0,10-100,2018
2,Data Scientist,22032.0,10-100,2018
2,Data Scientist,32316.0,10000+,2018
5,Data Scientist,85705.0,100-1000,2018
5,Data Scientist,8376.0,10-100,2018
2,Data Scientist,5772.0,10-100,2018
5,Data Scientist,45000.0,10-100,2018
11,Data Scientist,38376.0,Fewer than 10 employees,2018
2,Data Scientist,26196.0,1000-4999,2018
8,Data Scientist,74000.0,100-1000,2018
2,Data Scientist,57648.0,100-1000,2018
5,Data Scientist,100000.0,10-100,2018
2,Data Scientist,5376.0,10-100,2018
2,Data Scientist,63027.0,10-100,2018
5,Data Scientist,15600.0,10-100,2018
8,Data Scientist,87971.0,10-100,2018
11,Data Scientist,72209.0,10-100,2018
26,Data Scientist,145977.0,5000-9999,2018
2,Data Scientist,3000.0,10-100,2018
11,Data Scientist,95968.0,10-100,2018
23,Data Scientist,127523.0,Fewer than 10 employees,2018
11,Data Scientist,12000.0,1000-4999,2018
11,Data Scientist,220000.0,1000-4999,2018
5,Data Scientist,62418.0,1000-4999,2018
5,Data Scientist,100000.0,1000-4999,2018
2,Data Scientist,48616.0,10000+,2018
5,Data Scientist,82000.0,10-100,2018
5,Data Scientist,566724.0,10-100,2018
2,Data Scientist,16372.0,1000-4999,2018
11,Data Scientist,73433.0,Fewer than 10 employees,2018
8,Data Scientist,40000.0,10-100,2018
11,Data Scientist,150000.0,100-1000,2018
14,Data Scientist,42836.0,10-100,2018
2,Data Scientist,0.0,5000-9999,2018
2,Data Scientist,4248.0,10000+,2018
8,Data Scientist,39552.0,1000-4999,2018
20,Data Scientist,80564.0,Fewer than 10 employees,2018
2,Data Scientist,41856.0,5000-9999,2018
2,Data Scientist,32400.0,10-100,2018
2,Data Scientist,21144.0,10-100,2018
8,Data Scientist,147000.0,100-1000,2018
11,Data Scientist,70000.0,10-100,2018
17,Data Scientist,38184.0,Fewer than 10 employees,2018
2,Data Scientist,4512.0,10-100,2018
2,Data Scientist,22248.0,5000-9999,2018
8,Data Scientist,103000.0,10000+,2018
5,Data Scientist,90000.0,Fewer than 10 employees,2018
17,Data Scientist,138904.0,10-100,2018
20,Data Scientist,600000.0,10-100,2018
8,Data Scientist,101808.0,100-1000,2018
20,Data Scientist,95968.0,1000-4999,2018
5,Data Scientist,7512.0,Fewer than 10 employees,2018
5,Data Scientist,33337.0,1000-4999,2018
5,Data Scientist,80000.0,10000+,2018
5,Data Scientist,97910.0,1000-4999,2018
5,Data Scientist,39136.0,10000+,2018
2,Data Scientist,61000.0,10-100,2018
8,Data Scientist,14400.0,10000+,2018
8,Data Scientist,63979.0,10-100,2018
5,Data Scientist,80000.0,10000+,2018
23,Data Scientist,105000.0,10000+,2018
29,Data Scientist,85671.0,10-100,2018
2,Data Scientist,10956.0,10-100,2018
8,Data Scientist,26925.0,10-100,2018
2,Data Scientist,53076.0,10000+,2018
8,Data Scientist,78202.0,Fewer than 10 employees,2018
5,Data Scientist,24103.0,100-1000,2018
2,Data Scientist,5616.0,Fewer than 10 employees,2018
2,Data Scientist,80000.0,100-1000,2018
2,Data Scientist,72469.0,1000-4999,2018
14,Data Scientist,83796.0,10-100,2018
2,Data Scientist,18780.0,10-100,2018
2,Data Scientist,44064.0,100-1000,2018
5,Data Scientist,12348.0,1000-4999,2018
8,Data Scientist,110149.0,100-1000,2018
2,Data Scientist,24972.0,100-1000,2018
17,Data Scientist,95000.0,10000+,2018
2,Data Scientist,29736.0,Fewer than 10 employees,2018
8,Data Scientist,93000.0,10-100,2018
8,Data Scientist,10200.0,10-100,2018
5,Data Scientist,51403.0,10-100,2018
5,Data Scientist,48955.0,1000-4999,2018
8,Data Scientist,75000.0,10-100,2018
5,Data Scientist,50000.0,Fewer than 10 employees,2018
8,Data Scientist,60468.0,1000-4999,2018
5,Data Scientist,116000.0,10-100,2018
5,Data Scientist,32316.0,100-1000,2018
2,Data Scientist,55000.0,100-1000,2018
2,Data Scientist,1000000.0,100-1000,2018
8,Data Scientist,115000.0,10000+,2018
14,Data Scientist,149712.0,Fewer than 10 employees,2018
2,Data Scientist,72469.0,1000-4999,2018
2,Data Scientist,8124.0,Fewer than 10 employees,2018
30,Data Scientist,147000.0,10000+,2018
5,Data Scientist,80000.0,10000+,2018
5,Data Scientist,8100.0,10000+,2018
14,Data Scientist,119364.0,10-100,2018
17,Data Scientist,200000.0,1000-4999,2018
2,Data Scientist,55075.0,10-100,2018
8,Data Scientist,54000.0,10-100,2018
11,Data Scientist,46507.0,10-100,2018
5,Data Scientist,780000.0,10-100,2018
5,Data Scientist,70000.0,10000+,2018
2,Data Scientist,178464.0,10-100,2018
5,Data Scientist,30000.0,5000-9999,2018
2,Data Scientist,51403.0,10-100,2018
5,Data Scientist,52442.0,10-100,2018
5,Data Scientist,3756.0,10-100,2018
2,Data Scientist,23988.0,1000-4999,2018
20,Data Scientist,180000.0,10-100,2018
5,Data Scientist,12524.0,1000-4999,2018
11,Data Scientist,47904.0,10-100,2018
5,Data Scientist,29376.0,1000-4999,2018
5,Data Scientist,100000.0,10000+,2018
2,Data Scientist,97233.0,100-1000,2018
8,Data Scientist,73084.0,Fewer than 10 employees,2018
8,Data Scientist,54792.0,10-100,2018
5,Data Scientist,693204.0,5000-9999,2018
2,Data Scientist,18785.0,10-100,2018
2,Data Scientist,38893.0,Fewer than 10 employees,2018
8,Data Scientist,30735.0,10-100,2018
20,Data Scientist,30840.0,100-1000,2018
11,Data Scientist,79000.0,100-1000,2018
2,Data Scientist,85000.0,5000-9999,2018
2,Data Scientist,7044.0,10-100,2018
17,Data Scientist,74856.0,1000-4999,2018
2,Data Scientist,74000.0,10000+,2018
5,Data Scientist,32640.0,10000+,2018
5,Data Scientist,90000.0,10-100,2018
5,Data Scientist,110000.0,10000+,2018
14,Data Scientist,35556.0,1000-4999,2018
14,Data Scientist,73433.0,10000+,2018
14,Data Scientist,72469.0,Fewer than 10 employees,2018
17,Data Scientist,954624.0,1000-4999,2018
2,Data Scientist,18000.0,10000+,2018
5,Data Scientist,73433.0,10-100,2018
14,Data Scientist,58814.0,10000+,2018
2,Data Scientist,176244.0,10000+,2018
5,Data Scientist,125123.0,10-100,2018
5,Data Scientist,51403.0,10-100,2018
5,Data Scientist,90000.0,100-1000,2018
14,Data Scientist,69452.0,Fewer than 10 employees,2018
2,Data Scientist,55000.0,10-100,2018
8,Data Scientist,110000.0,100-1000,2018
2,Data Scientist,299436.0,10-100,2018
17,Data Scientist,36336.0,100-1000,2018
2,Data Scientist,40388.0,10-100,2018
5,Data Scientist,93996.0,1000-4999,2018
2,Data Scientist,54173.0,10-100,2018
5,Data Scientist,34356.0,100-1000,2018
5,Data Scientist,2256.0,10-100,2018
